LSC,EC,St#,Street Name,Abbr,Dir,Municipality,Community,List Price,Type,Style,BR,(+),Wr,Fam,Kit,Gar Type,(A/C),Heat,Contract Date ,List Brokerage,Co-Op Brokerage,CB Com,MLS #
New,,2710-22 Bayview Ave,,,,Toronto C12,St. Andrew-Windfields,"$30,000,000",Vacant Land,,,,0,,,,,,8/30/2021,"THE AGENCY, BROK...",416-847-5288,2.50%,C5354088
New,,24 Park Lane Circ,,,,Toronto C12,Bridle Path-Sunnybrook-York Mills,"$45,000,000",Detached,2-Storey,9,1,16,Y,2,Detached,Central Air,Gas,4/23/2021,RE/MAX REALTRON ...,416-431-9200,2.5% + Hst,C5207355
New,,45 Chine Dr,,,,Toronto E08,Cliffcrest,$1,Detached,1 1/2 Storey,2,,2,N,1,Detached,None,Oil,10/27/2021,RE/MAX ACE REALT...,416-270-1111,2.50%,E5414393
New,,434B Midland Ave,,,,Toronto E06,Birchcliffe-Cliffside,$1,Semi-Detached,2-Storey,3,,3,N,1,Built-In,None,Gas,12/18/2021,CENTURY 21 PARKL...,416-690-2121,2.5% + Hst,E5458470
New,,1103 Dufferin St,,,,Toronto W02,Dovercourt-Wallace Emerson-Junction,$1,Vacant Land,,,,0,,,,,,12/20/2021,BRIXTON COMMERCI...,416-492-8700,2% Plus Hs...,W5459281
New,,10 Sandcliff Rd,,,,Toronto W03,Rockcliffe-Smythe,"$698,888",Att/Row/Twnhouse,2-Storey,3,,2,N,1,None,Central Air,Gas,10/5/2021,ROYAL LEPAGE SUP...,416-535-8000,3%,W5393420
New,,16 Cheatham Pl,,,,Toronto E11,Malvern,"$749,900",Att/Row/Twnhouse,2-Storey,4,,2,N,1,Attached,Central Air,Gas,1/6/2022,KELLER WILLIAMS ...,905-723-5944,2.50%,E5465955
New,,65 Parsell Sq,,,,Toronto E11,Malvern,"$789,000",Att/Row/Twnhouse,2-Storey,3,2,3,Y,1,Attached,None,Gas,1/7/2022,HOMELIFE GALAXY ...,416-284-5555,2.50%,E5467370
New,,69 Stanwell Dr,,,,Toronto E09,Bendale,"$799,000",Detached,Sidesplit 3,3,,2,Y,1,Built-In,Central Air,Gas,1/11/2022,SAGE REAL ESTATE...,416-483-8000,2.50%,E5469594
New,,70 Clayhall Cres,,,,Toronto W05,York University Heights,"$799,000",Semi-Detached,Backsplit 4,4,1,2,N,1,Detached,Central Air,Gas,1/4/2022,ROYAL LEPAGE REA...,416-762-8255,2.50%,W5464563
New,,966 St Clarens Ave,,,,Toronto W03,Corso Italia-Davenport,"$799,000",Semi-Detached,2-Storey,3,,2,N,1,None,None,Oil,1/12/2022,ROYAL LEPAGE SUP...,416-535-8000,2.50%,W5470056
New,,40 Athenia Crt,,,,Toronto E10,West Hill,"$799,900",Semi-Detached,2-Storey,4,,2,N,1,None,Central Air,Gas,1/12/2022,IPRO REALTY LTD....,416-364-4776,2.50%,E5470084
New,,41 Algoma St,,,,Toronto W06,Mimico,"$799,900",Detached,Bungalow,2,,1,N,1,Detached,Central Air,Gas,1/11/2022,RE/MAX WEST REAL...,416-769-1616,2.5% + Hst,W5469368
New,,10 Grovenest Dr,,,,Toronto E09,Morningside,"$799,999",Detached,Bungalow,3,1,3,N,1,Attached,Central Air,Gas,1/4/2022,RE/MAX HALLMARK ...,905-831-3300,2.5 + Hst,E5464436
New,,33 Birgitta Cres,,,,Toronto W08,Eringate-Centennial-West Deane,"$849,000",Semi-Detached,Backsplit 4,4,,2,N,1,None,Central Air,Gas,1/4/2022,ZOOCASA REALTY I...,416-703-0244,2.5% + Hst,W5463506
New,,35 Rowntree Ave,,,,Toronto W03,Weston-Pellam Park,"$850,000",Detached,2-Storey,3,,2,Y,1,None,None,Gas,1/10/2022,ROYAL LEPAGE FLO...,905-564-2100,2.50% + Hs...,W5468993
New,,16 Haverson Blvd,,,,Toronto W03,Keelesdale-Eglinton West,"$869,000",Detached,Bungalow,2,1,2,N,1,None,Central Air,Gas,1/6/2022,RE/MAX CONDOS PL...,416-847-0920,2.50%,W5465882
New,,31 Sixteenth St,,,,Toronto W06,New Toronto,"$874,000",Detached,Bungalow,1,,2,N,1,None,None,Gas,1/5/2022,CENTURY 21 PERCY...,416-298-8200,2.50%,W5464866
New,,178 Rosethorn Ave,,,,Toronto W03,Keelesdale-Eglinton West,"$875,000",Semi-Detached,2-Storey,2,,2,N,1,None,Central Air,Gas,12/15/2021,CENTURY 21 LEADI...,416-686-1500,2.25%,W5456569
New,,8 Checkers Crt,,,,Toronto W05,Black Creek,"$899,000",Detached,Backsplit 3,4,1,3,N,1,Attached,Central Air,Gas,1/5/2022,RE/MAX WEST REAL...,416-769-1616,2.50%,W5465173
New,,100 Wallasey Ave,,,,Toronto W05,Humberlea-Pelmo Park W5,"$899,100",Detached,1 1/2 Storey,4,,2,N,1,None,None,Gas,1/7/2022,CENTURY 21 PARAM...,905-799-7000,2.5% +Hst,W5466526
New,,85 Silverhill Dr,,,,Toronto W08,Islington-City Centre West,"$899,900",Detached,Bungalow,3,2,2,N,2,Detached,None,Gas,1/7/2022,HOMELIFE/5 STAR ...,416-633-6666,2.5% - $ 5...,W5467123
New,,87 Shier Dr,,,,Toronto E09,Woburn,"$900,000",Detached,Bungalow,3,2,2,N,1,Carport,Central Air,Gas,12/13/2021,HOMELIFE/FUTURE ...,905-201-9977,2.5% + Hst,E5455069
New,,507 Old Weston Rd,,,,Toronto W02,Junction Area,"$935,000",Vacant Land,,4,,6,,1,Attached,,,1/8/2022,SUTTON GROUP QUA...,905-822-5000,2.50%,W5467829
New,,122 Harding Blvd,,,,Toronto E06,Birchcliffe-Cliffside,"$949,900",Detached,Bungalow,2,1,2,N,1,None,Central Air,Gas,1/5/2022,RE/MAX HALLMARK ...,416-699-9292,2.5% Plus ...,E5464776
New,,56 Stanbridge Crt,,,,Toronto E11,Malvern,"$959,000",Detached,Bungalow,4,,2,N,1,Detached,Central Air,Gas,1/4/2022,CENTURY 21 HERIT...,905-895-1822,2.50%,E5463700
New,,45 Farmhill Crt,,,,Toronto E11,Rouge E11,"$979,500",Detached,2-Storey,3,1,4,Y,1,Attached,Central Air,Gas,1/4/2022,RE/MAX METROPOLI...,905-824-0788,2.50%,E5463944
New,,505 Old Weston Rd,,,,Toronto W02,Junction Area,"$985,000",Vacant Land,,4,,6,,,Attached,Central Air,Gas,1/8/2022,SUTTON GROUP QUA...,905-822-5000,2.50%,W5467824
New,,75 Henrietta St,,,,Toronto W03,Rockcliffe-Smythe,"$989,900",Detached,Bungalow-Raised,3,2,2,N,1,Detached,Central Air,Gas,1/11/2022,KELLER WILLIAMS ...,416-465-4545,2.5 + Hst,W5469718
New,,2885 Keele St,,,,Toronto W05,Downsview-Roding-CFB,"$995,800",Store w/Apt/Offc,2-Storey,2,,2,N,2,None,None,Gas,12/14/2021,KELLER WILLIAMS ...,416-445-8855,2.5% + Hst,W5455566
New,,32 Athenia Crt,,,,Toronto E10,West Hill,"$998,000",Semi-Detached,2-Storey,3,1,2,N,1,None,None,Gas,1/6/2022,HOMELIFE/MIRACLE...,905-624-5678,%2.25-$250,E5465962
New,,27 Westcroft Dr,,,,Toronto E10,West Hill,"$998,000",Detached,Backsplit 4,4,,2,Y,1,Attached,Central Air,Gas,1/11/2022,RE/MAX ULTIMATE ...,416-487-5131,2.5% + Hst,E5469382
New,,34 Hatherley Rd,,,,Toronto W03,Caledonia-Fairbank,"$998,000",Detached,2-Storey,3,,2,N,1,None,Central Air,Gas,1/11/2022,ROYAL LEPAGE REA...,416-921-1112,2.5% + Hst,W5469230
New,,117 Foxwell St,,,,Toronto W03,Rockcliffe-Smythe,"$998,000",Detached,Bungalow,3,,2,N,1,None,Wall Unit,Gas,1/12/2022,RE/MAX PROFESSIO...,416-236-1241,2.5%+Hst,W5470159
New,,3286 Lawrence Ave E,,,,Toronto E09,Woburn,"$999,000",Detached,Bungalow,3,3,2,N,1,None,Central Air,Gas,1/3/2022,RE/MAX REALTRON ...,416-289-3333,2.5 % + Hs...,E5463090
New,,216 Clonmore Dr,,,,Toronto E06,Birchcliffe-Cliffside,"$999,000",Detached,1 1/2 Storey,2,1,2,N,1,None,Central Air,Gas,1/5/2022,SUTTON GROUP-HER...,905-471-2000,2.5% Plus ...,E5464720
New,,331 Chartland Blvd S,,,,Toronto E07,Agincourt North,"$999,000",Semi-Detached,2-Storey,3,2,5,N,1,Attached,Central Air,Gas,1/9/2022,RE/MAX COMMUNITY...,416-287-2222,2.50%,E5467833
New,,34 Chapman Rd,,,,Toronto W09,Humber Heights,"$999,000",Semi-Detached,Bungalow,3,,1,N,1,Built-In,Central Air,Gas,1/5/2022,ROYAL LEPAGE REA...,416-743-5000,2.5% Plus ...,W5464748
New,,1205 Kipling Ave,,,,Toronto W08,Princess-Rosethorn,"$999,000",Detached,Bungalow,3,1,3,Y,1,Attached,Central Air,Gas,1/10/2022,RE/MAX ULTIMATE ...,416-530-1080,2.5% + Man...,W5468208
New,,98 Edwin Ave,,,,Toronto W02,Dovercourt-Wallace Emerson-Junction,"$999,000",Semi-Detached,1 1/2 Storey,2,,2,N,1,None,Central Air,Gas,1/11/2022,ROYAL LEPAGE REA...,416-236-1871,2.5% + Hst,W5469205
New,,187 Braymore Blvd,,,,Toronto E11,Rouge E11,"$999,900",Detached,Bungalow-Raised,3,2,3,N,1,Attached,Central Air,Gas,1/8/2022,RIGHT AT HOME RE...,905-695-7888,2.5% + Hst...,E5467529
New,,313 Gilmour Ave,,,,Toronto W02,Junction Area,"$999,900",Att/Row/Twnhouse,3-Storey,3,,3,N,1,Other,Central Air,Gas,1/11/2022,CENTURY 21 ATRIA...,416-203-8838,2.5% + Hst,W5469303
New,,178 Kingsview Blvd,,,,Toronto W09,Kingsview Village-The Westway,"$999,999",Detached,Backsplit 3,3,2,3,N,1,Attached,Central Air,Gas,1/10/2022,HOMELIFE WOODBIN...,416-741-4443,2.25% -$10...,W5468502
New,,201 Enchanted Hills Crescent,,,,Toronto E07,Milliken,"$1,079,000",Detached,2-Storey,3,,3,N,1,Attached,Central Air,Gas,1/10/2022,ACCSELL REALTY I...,416-477-2300,2%,E5468360
New,,10 Lachine Crt,,,,Toronto W08,Eringate-Centennial-West Deane,"$1,098,000",Detached,Bungalow,3,1,2,N,1,Carport,Central Air,Gas,1/10/2022,KELLER WILLIAMS ...,416-236-1392,2.50%,W5468395
New,,64 Lockerbie Ave,,,,Toronto W04,Humberlea-Pelmo Park W5,"$1,099,000",Detached,Bungalow,3,,1,N,1,None,None,Gas,1/11/2022,RE/MAX PREMIER I...,416-987-8000,2.25% + Hs...,W5469135
New,,115 Harding Blvd,,,,Toronto E06,Birchcliffe-Cliffside,"$1,099,900",Detached,2-Storey,2,1,2,Y,1,None,Central Air,Gas,1/10/2022,CENTURY 21 ATRIA...,416-203-8838,2.5% Plus ...,E5468793
New,,234 Verobeach Blvd,,,,Toronto W05,Humbermede,"$1,099,900",Semi-Detached,2-Storey,4,,1,Y,1,None,Central Air,Gas,12/14/2021,RE/MAX GARDEN CI...,905-641-1110,2.5% + Hst,W5456158
New,,67 Muirbank Blvd,,,,Toronto E10,Highland Creek,"$1,100,000",Detached,2-Storey,4,2,4,Y,1,Attached,Central Air,Gas,1/10/2022,Exit Realty Lift...,705-749-3948,2.5 + Hst,E5468419
New,,26 Ernest Ave,,,,Toronto W02,Dovercourt-Wallace Emerson-Junction,"$1,100,000",Att/Row/Twnhouse,3-Storey,3,1,3,N,1,Other,Central Air,Gas,1/11/2022,RE/MAX WEALTH BU...,416-652-5000,2.50%,W5469765
New,,81 Upwood Ave,,,,Toronto W04,Rustic,"$1,119,000",Vacant Land,,,,0,,,,,,8/27/2021,RE/MAX REALTRON ...,416-222-8600,2.25% - $3...,W5352863
New,,32 Albani St,,,,Toronto W06,Mimico,"$1,149,000",Detached,Bungalow,2,1,2,N,1,None,Wall Unit,Gas,1/11/2022,ROYAL LEPAGE REA...,416-487-4311,2.5% + Hst,W5469136
New,,463 St John's Rd,,,,Toronto W02,Runnymede-Bloor West Village,"$1,150,000",Store w/Apt/Offc,2-Storey,3,,4,N,3,Detached,Central Air,Gas,11/30/2021,LIVING REALTY IN...,905-474-1772,2.5% + Hst,W5445331
New,,17 Garden Pl,,,,Toronto W06,Long Branch,"$1,150,900",Detached,Bungalow,1,,2,N,1,None,Central Air,Gas,1/5/2022,RANEX REALTY GRO...,905-495-2277,2.5 % With...,W5464937
New,,6 Sundel Ave,,,,Toronto W03,Keelesdale-Eglinton West,"$1,175,000",Detached,2-Storey,4,,2,N,1,Attached,Central Air,Oil,1/5/2022,HARVEY KALLES RE...,416-441-2888,2.5% + Hst,W5464697
New,,96 Delburn Dr,,,,Toronto E07,Agincourt North,"$1,198,000",Detached,Backsplit 4,4,,3,Y,1,Attached,Central Air,Gas,1/12/2022,RE/MAX REALTRON ...,905-764-6000,2.5%+Hst &...,E5470057
New,,6 Raymore Dr,,,,Toronto W09,Humber Heights,"$1,198,800",Detached,2-Storey,4,1,4,Y,1,Built-In,Central Air,Gas,1/10/2022,RE/MAX WEST REAL...,416-745-2300,2.5% + Hst,W5468934
New,,57 Glen Agar Dr,,,,Toronto W08,Princess-Rosethorn,"$1,198,900",Detached,Bungalow,3,,1,N,1,Attached,Central Air,Gas,1/11/2022,ROYAL LEPAGE REA...,416-236-1871,2.25 % Plu...,W5469264
New,,434 Midland Ave,,,,Toronto E06,Birchcliffe-Cliffside,"$1,199,000",Semi-Detached,2-Storey,3,0,3,N,1,Built-In,None,Gas,12/30/2021,FAIRSQUARE GROUP...,855-999-9740,2% By Sell...,E5462041
New,,44 Medley Cres,,,,Toronto E09,Bendale,"$1,199,000",Detached,Bungalow,3,4,3,N,1,Attached,Central Air,Gas,1/8/2022,RE/MAX REALTRON ...,905-764-8688,2.50%,E5467413
New,,18 Acorn Ave,,,,Toronto W08,Islington-City Centre West,"$1,199,000",Detached,Bungalow,2,2,3,N,1,None,Central Air,Gas,1/10/2022,KELLER WILLIAMS ...,905-278-8866,2.5% + Hst,W5468421
New,,37 O'donnell Ave,,,,Toronto W06,Mimico,"$1,199,900",Detached,Bungalow,2,2,2,N,1,Carport,Central Air,Gas,1/7/2022,HOME STANDARDS B...,905-771-0885,2.5%+Hst,W5466469
New,,151 Benjamin Boake Tr,,,,Toronto W05,York University Heights,"$1,200,000",Detached,2-Storey,5,2,4,Y,1,Attached,Central Air,Gas,1/7/2022,RE/MAX ACE REALT...,416-270-1111,2.5% - $18...,W5466859
New,,220 Brandon Ave,,,,Toronto W02,Dovercourt-Wallace Emerson-Junction,"$1,249,000",Att/Row/Twnhouse,3-Storey,3,,3,N,1,Detached,Central Air,Gas,1/5/2022,RE/MAX METROPOLI...,905-824-0788,2.50%,W5464780
New,,11 Markay St,,,,Toronto W05,Glenfield-Jane Heights,"$1,249,900",Semi-Detached,Bungalow-Raised,3,2,3,Y,1,Built-In,Central Air,Gas,1/11/2022,HOMELIFE/MIRACLE...,416-747-9777,2.50%,W5469748
New,,30 Flindon Rd,,,,Toronto W05,Humberlea-Pelmo Park W5,"$1,249,999",Detached,1 1/2 Storey,3,2,4,Y,1,Attached,Central Air,Gas,12/8/2021,SUTTON GROUP-ADM...,416-739-7200,2.50%,W5453789
New,,15 Tillinghast Lane,,,,Toronto E08,Scarborough Village,"$1,250,000",Semi-Detached,3-Storey,3,1,4,Y,1,Detached,Central Air,Gas,1/9/2022,HOMELIFE/MIRACLE...,416-747-9777,2.5% - $50...,E5468809
New,,348 Ridelle Ave,,,,Toronto W04,Briar Hill-Belgravia,"$1,250,000",Detached,Bungalow,2,,1,N,1,Attached,Central Air,Gas,11/16/2021,ROYAL LEPAGE TER...,416-485-2299,2.5% + Hst,W5435012
New,,632 Trethewey Dr,,,,Toronto W04,Brookhaven-Amesbury,"$1,250,000",Detached,Bungalow,1,,2,N,2,Detached,Central Air,Gas,11/23/2021,RE/MAX HALLMARK ...,416-489-3434,2.5,W5439690
New,,274 La Rose Ave,,,,Toronto W09,Willowridge-Martingrove-Richview,"$1,275,000",Detached,2-Storey,4,,2,Y,1,Attached,Central Air,Gas,1/6/2022,TEAM 2000 REALTY...,416-746-2999,2.50%,W5466251
New,,50 Cobbler Cres,,,,Toronto W05,Black Creek,"$1,288,000",Detached,Backsplit 3,4,,2,Y,2,None,Central Air,Gas,1/10/2022,RE/MAX REALTRON ...,416-222-8600,2.25%,W5468231
New,,12 Scarlett Rd,,,,Toronto W03,Rockcliffe-Smythe,"$1,290,000",Store w/Apt/Offc,2-Storey,0,,4,N,3,None,None,Gas,9/21/2021,VANGUARD REALTY ...,905-856-8111,2.50%,W5377756
New,,131 Benjamin Boake Tr,,,,Toronto W05,York University Heights,"$1,296,000",Semi-Detached,Sidesplit 5,7,1,4,N,2,Attached,Central Air,Gas,12/13/2021,ICI SOURCE REAL ...,888-852-7848,2.5% Paid ...,W5454888
New,,39 Tarragona Blvd,,,,Toronto W02,Junction Area,"$1,298,000",Semi-Detached,3-Storey,4,,3,N,1,Detached,Central Air,Gas,9/20/2021,RIGHT AT HOME RE...,416-391-3232,2.5% + Hst,W5377310
New,,40 Botany Hill Rd N,,,,Toronto E09,Morningside,"$1,299,000",Detached,Backsplit 3,3,1,2,Y,1,Carport,Central Air,Gas,1/7/2022,CENTURY 21 LEADI...,905-405-8484,2.5,E5467508
New,,90 Scarborough Heights Blvd,,,,Toronto E08,Cliffcrest,"$1,299,000",Detached,Bungalow,3,,1,N,1,Attached,Central Air,Gas,1/12/2022,RE/MAX ALL-STARS...,416-265-2000,2.50%,E5470122
New,,86 Leitch Ave,,,,Toronto W05,York University Heights,"$1,299,000",Detached,3-Storey,9,4,9,N,1,Detached,Central Air,Gas,1/6/2022,RE/MAX SMART SOL...,905-305-0505,2.25%,W5466087
New,,855 Shaw St,,,,Toronto W02,Dovercourt-Wallace Emerson-Junction,"$1,299,000",Semi-Detached,2 1/2 Storey,5,1,4,N,3,Detached,None,Gas,1/11/2022,ROYAL LEPAGE REA...,416-236-1871,2.5% Plus ...,W5469606
New,,42 Pearson Ave,,,,Toronto W01,Roncesvalles,"$1,299,000",Semi-Detached,2 1/2 Storey,4,,2,N,2,None,None,Gas,1/11/2022,ROYAL LEPAGE TER...,416-565-3001,2.5% + Hst,W5469625
New,,94 Purpledusk Tr,,,,Toronto E09,Morningside,"$1,299,900",Detached,Backsplit 4,4,1,3,Y,1,Attached,Central Air,Gas,12/31/2021,RE/MAX COMMUNITY...,416-287-2222,2.5% + Hst,E5462235
New,,59 Regency Sq,,,,Toronto E08,Guildwood,"$1,299,999",Detached,Sidesplit 3,3,,2,Y,1,Attached,Central Air,Gas,1/11/2022,ELITE CAPITAL RE...,905-475-3300,2.5% + Hst,E5469740
New,,168 Regent Rd,,,,Toronto W05,Downsview-Roding-CFB,"$1,349,000",Detached,Bungalow,3,3,2,N,2,Detached,Central Air,Gas,11/26/2021,BAY STREET GROUP...,905-909-0101,2.5%+Hst+M...,W5443342
New,,5 Acorn Ave,,,,Toronto W08,Islington-City Centre West,"$1,350,000",Detached,Bungalow,2,1,2,N,1,Detached,Central Air,Gas,12/10/2021,RE/MAX PREMIER I...,416-987-8000,2.5% + H.S...,W5453758
New,,184 Rosemount Ave,,,,Toronto W04,Weston,"$1,350,000",Duplex,3-Storey,8,,5,N,2,Detached,None,Gas,1/11/2022,ROYAL LEPAGE SIG...,905-568-2121,2% + Hst,W5469586
New,,68 Placentia Blvd,,,,Toronto E07,Agincourt North,"$1,379,000",Detached,2-Storey,4,1,3,N,1,Attached,Central Air,Gas,12/30/2021,BRIGHT VISION RE...,416-335-3000,2.5% - Mkt...,E5461900
New,,114 Brantwood Dr,,,,Toronto E09,Bendale,"$1,388,000",Detached,Bungalow,3,2,2,N,1,None,Central Air,Gas,12/23/2021,HOMELIFE/FUTURE ...,905-201-9977,2.5% + Hst,E5460394
New,,106 Homestead Rd,,,,Toronto E10,West Hill,"$1,388,000",Vacant Land,,,,0,,,,,,1/11/2022,CENTURY 21 DREAM...,905-338-1515,2.5% Plus ...,E5469891
New,,25 Matane Crt,,,,Toronto W09,Humber Heights,"$1,388,888",Detached,Bungalow,3,1,2,N,1,Attached,Central Air,Gas,12/30/2021,SNOBAR REALTY GR...,416-855-3388,2.50%,W5462560
New,,42 Wilmont Dr,,,,Toronto W05,Black Creek,"$1,398,888",Detached,Bungalow,5,5,3,N,1,Attached,Central Air,Gas,1/3/2022,RE/MAX PREMIER I...,416-987-8000,2.5% + Hst,W5462952
New,,2849 Dufferin St,,,,Toronto W04,Yorkdale-Glen Park,"$1,399,000",Store w/Apt/Offc,2-Storey,2,,4,N,2,None,None,Gas,11/10/2021,RE/MAX REALTRON ...,416-782-8882,2.25%,W5431278
New,,291 Boon Ave,,,,Toronto W03,Corso Italia-Davenport,"$1,399,000",Detached,2-Storey,3,,3,N,1,Detached,Central Air,Gas,11/26/2021,FOREST HILL REAL...,416-929-4343,2.50%,W5443039
New,,367 Rathburn Rd,,,,Toronto W08,Islington-City Centre West,"$1,399,900",Detached,Bungalow,3,2,3,N,1,Built-In,Central Air,Gas,1/10/2022,RE/MAX REALTY SP...,905-456-3232,2.5% + Hst,W5468364
New,,82 Burr Ave,,,,Toronto W04,Rustic,"$1,400,000",Detached,Bungalow,3,,2,N,1,Built-In,Central Air,Gas,1/8/2022,KELLER WILLIAMS ...,416-445-8855,2.5 Plus H...,W5467445
New,,697 Brown's Line,,,,Toronto W06,Alderwood,"$1,449,000",Detached,1 1/2 Storey,4,1,3,N,2,None,Central Air,Gas,12/9/2021,ROYAL LEPAGE REA...,905-828-1122,2.50%,W5453091
New,,37 Beckett Ave,,,,Toronto W04,Rustic,"$1,475,000",Detached,2-Storey,3,1,4,Y,1,Built-In,Central Air,Gas,1/6/2022,FAIRSQUARE GROUP...,855-999-9740,2.5% By Se...,W5465959
New,,35 Day Ave,,,,Toronto W03,Corso Italia-Davenport,"$1,489,000",Semi-Detached,2-Storey,3,,2,N,1,Detached,Central Air,Gas,10/25/2021,SLAVENS & ASSOCI...,416-483-4337,2.5% + Hst,W5412308
New,,852 St Clarens Ave,,,,Toronto W02,Dovercourt-Wallace Emerson-Junction,"$1,495,000",Semi-Detached,2-Storey,3,1,4,N,2,Detached,Central Air,Gas,1/6/2022,RE/MAX PROFESSIO...,416-236-1241,2.5% + Our...,W5465524
New,,125 North Carson St,,,,Toronto W06,Alderwood,"$1,499,900",Detached,Bungalow,3,3,2,N,1,None,Central Air,Gas,11/23/2021,SUTTON GROUP - S...,905-897-9555,2.5% + Hst,W5440815
New,,33 Hathor Cres,,,,Toronto W05,Humber Summit,"$1,499,900",Detached,Bungalow,3,1,2,N,2,Attached,Central Air,Gas,1/7/2022,ROYAL LEPAGE YOU...,416-969-7172,2.5% Plus ...,W5466618
New,,2518 Lake Shore Blvd W,,,,Toronto W06,Mimico,"$1,499,999",Detached,2-Storey,3,2,3,Y,3,None,None,Gas,1/6/2022,RIGHT AT HOME RE...,905-565-9200,2.50%,W5466623
New,,6 Burnhamthorpe Cres,,,,Toronto W08,Islington-City Centre West,"$1,500,000",Detached,Bungalow,3,,1,N,1,None,None,Gas,9/23/2021,ROYAL LEPAGE REA...,416-236-1871,2.5% + Hst,W5381311
New,,8 Yorkleigh Ave,,,,Toronto W09,Humber Heights,"$1,518,000",Vacant Land,Other,,0,0,N,,Other,Other,Other,1/2/2022,KELLER WILLIAMS ...,416-445-8855,2.5% Plus ...,W5462693
New,,38 Penhurst Ave,,,,Toronto W07,Stonegate-Queensway,"$1,549,900",Duplex,2-Storey,6,2,4,Y,2,None,None,Electric,8/27/2021,HOMELIFE/MIRACLE...,905-624-5678,2.5% + Hst,W5353096
New,,7 Cunningham Ave,,,,Toronto W01,Roncesvalles,"$1,549,900",Semi-Detached,2 1/2 Storey,3,,2,N,1,None,None,Gas,12/7/2021,KELLER WILLIAMS ...,416-572-1016,2.5% + Hst,W5450332
New,,3146 Dundas St W,,,,Toronto W02,Junction Area,"$1,559,000",Att/Row/Twnhouse,2-Storey,3,,3,Y,2,None,Central Air,Gas,9/18/2021,FORESTWOOD REAL ...,905-277-8800,2.5% + Hst,W5377015
New,,79 Brookhaven Dr,,,,Toronto W04,Brookhaven-Amesbury,"$1,599,000",Detached,2-Storey,3,1,3,N,1,Detached,Central Air,Gas,11/22/2021,IPRO REALTY LTD....,416-364-4776,3%+Hst,W5438797
New,,140 Honeywood Rd,,,,Toronto W05,Glenfield-Jane Heights,"$1,599,000",Detached,Backsplit 5,4,,5,Y,1,Attached,Central Air,Gas,12/30/2021,HOMELIFE/FUTURE ...,905-201-9977,2.5% + Hst,W5462275
New,,1342 Kipling Ave,,,,Toronto W08,Princess-Rosethorn,"$1,599,000",Detached,Bungalow,5,,2,N,2,Attached,Central Air,Gas,1/5/2022,ROYAL LEPAGE WES...,416-233-6276,2.50%,W5464796
New,,101 Galley Ave,,,,Toronto W01,Roncesvalles,"$1,599,000",Detached,2-Storey,4,,2,N,1,Detached,None,Gas,1/6/2022,KELLER WILLIAMS ...,416-864-3888,2.5% + Hst,W5465700
New,,2787 Weston Rd,,,,Toronto W05,Humberlea-Pelmo Park W5,"$1,599,786",Detached,2-Storey,4,2,4,Y,1,Built-In,Central Air,Gas,12/5/2021,CENTURY 21 PEOPL...,416-742-8000,2.5% + Hst...,W5449183
New,,44 Broadfield Dr,,,,Toronto W08,Markland Wood,"$1,599,900",Detached,Backsplit 3,3,1,3,Y,1,Attached,Central Air,Gas,1/6/2022,INDEX REALTY BRO...,905-405-0100,2.5 % + Hs...,W5466061
New,,8 Yorkleigh Ave,,,,Toronto W09,Humber Heights,"$1,637,000",Other,Other,0,,0,N,0,Other,Other,Other,1/2/2022,KELLER WILLIAMS ...,416-445-8855,2.5% Plus ...,W5462694
New,,40 Mcadam Ave,,,,Toronto W04,Yorkdale-Glen Park,"$1,648,000",Detached,Bungalow,3,2,2,N,1,Attached,Central Air,Gas,1/4/2022,"RIFE REALTY, BRO...",905-477-8181,2.5,W5463412
New,,18 Lloyd Manor Rd,,,,Toronto W08,Princess-Rosethorn,"$1,679,000",Detached,Bungalow-Raised,2,2,3,Y,1,Detached,Central Air,Gas,12/14/2021,CENTURY 21 MILLE...,905-845-9180,2.5%+Hst,W5456353
New,,1010 Caledonia Rd,,,,Toronto W04,Yorkdale-Glen Park,"$1,688,000",Detached,2-Storey,6,2,3,N,2,Detached,Central Air,Gas,12/2/2021,ROYAL LEPAGE REA...,416-487-4311,2.5% + Hst,W5448034
New,,151 Strathnairn Ave,,,,Toronto W04,Beechborough-Greenbrook,"$1,699,000",Detached,2-Storey,4,,4,Y,1,Attached,Central Air,Gas,10/28/2021,ROYAL LEPAGE TER...,416-245-9933,2.25% + Hs...,W5416279
New,,11 Enid Cres,,,,Toronto W04,Yorkdale-Glen Park,"$1,699,000",Detached,Bungalow,2,1,2,N,1,None,Central Air,Gas,11/8/2021,HARVEY KALLES RE...,416-441-2888,2.50%,W5426269
New,,62 Murrie St,,,,Toronto W06,Mimico,"$1,699,000",Triplex,2-Storey,6,,3,Y,3,None,None,Gas,12/7/2021,ROYAL LEPAGE REA...,905-338-3737,2.5% + Hst,W5450904
New,,72 Sir Raymond Dr,,,,Toronto E08,Guildwood,"$1,699,900",Detached,2-Storey,3,2,4,Y,1,Attached,Central Air,Gas,1/8/2022,RE/MAX WEST REAL...,416-281-0027,2.5% + Hst...,E5467551
New,,2 Deep Dene Dr,,,,Toronto E10,Highland Creek,"$1,699,999",Detached,2-Storey,4,,6,Y,1,Attached,Central Air,Gas,1/12/2022,RIGHT AT HOME RE...,905-695-7888,2.5%+ Hst,E5470032
